61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50 61.50
64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50 64.50
67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50 67.50
70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50 70.50
73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50 73.50
76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50 76.50
79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50 79.50
82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50 82.50
85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50 85.50
88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50 88.50
